pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
5.0000,418.0000,116.0000,127.0000,2.0000,224.0000,64.0000,65.0000,1.0000,1169.0000,329.0000,341.0000,6.0000,0.0000,0.0000,0.0000,0.0000,183.0000,51.0000,50.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.3290,651.6790,7.0499,0.0000,9.6601,0.2222,2vxn
8.4800,4883.0000,1357.0000,1436.0000,1.0000,565.0000,165.0000,171.0000,0.0000,1318.0000,357.0000,382.0000,0.0000,190.0000,52.0000,62.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.0032,2074.9990,5.9163,51.1223,6.2186,0.0667,2hs1
13.0000,2054.0000,539.0000,591.0000,0.0000,438.0000,106.0000,120.0000,0.0000,542.0000,139.0000,158.0000,0.0000,232.0000,56.0000,69.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.6944,1172.0375,3.6386,31.8881,6.2904,0.1667,2f01
9.0800,5337.0000,1484.0000,1577.0000,2.0000,704.0000,196.0000,209.0000,1.0000,973.0000,264.0000,288.0000,0.0000,175.0000,47.0000,53.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.4878,2129.4734,4.2914,69.0943,3.1171,0.0625,3a2o
8.1900,2674.0000,849.0000,918.0000,65.0000,534.0000,162.0000,176.0000,11.0000,966.0000,313.0000,323.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.5123,1348.4055,15.2554,21.7879,8.0655,0.0714,2h5d
6.8000,2954.0000,837.0000,1027.0000,76.0000,443.0000,131.0000,138.0000,12.0000,570.0000,162.0000,200.0000,16.0000,254.0000,74.0000,95.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,278.0000,77.0000,88.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.1513,1546.8710,13.7412,25.7899,3.4302,0.1250,2xu3
6.3000,3888.0000,1063.0000,1352.0000,175.0000,1446.0000,399.0000,489.0000,68.0000,1004.0000,268.0000,340.0000,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.3349,2236.9907,7.7879,17.5409,9.2839,0.0220,3ql9
3.0500,2630.0000,777.0000,838.0000,67.0000,521.0000,157.0000,170.0000,15.0000,698.0000,206.0000,220.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.1646,1210.4326,16.9877,32.1300,6.5541,0.1000,1gvk
9.0000,5536.0000,1278.0000,2078.0000,0.0000,1111.0000,257.0000,406.0000,0.0000,1074.0000,234.0000,399.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.6043,2254.7908,5.2858,51.9261,8.8231,0.0426,1gvu
